label,text
anger,@Toucherandrich there was a US diver named steele johnson. i'd like him barred from the olympics.
anger,@tmz @HarveyLevinTMZ   Hell hath no fury like a women scorned.    It's the affair.  Not the parenting
anger,"A drunken friend of mine was beating up another friend, who was also drunk."
anger,"For a long time the giant felt nothing, but at last he awoke, pushed his comrade, and said: ""Why are you knocking me?"""
anger,@twojacksdetail @bluelivesmtr Very rare an officer just shoots without regard. They don't want that on their conscience. #incite #inflame
anger,She 's really riled now .
anger,"At last he went to the judge, and complained that a rascal had robbed him of his money, and beaten him into the bargain; and that the fellow who did it carried a bow at his back and a fiddle hung round his neck."
anger,I reached the bus stop and realized that I had forgotten my bus pass.
anger,@dragonflyeyes nick's voice still makes me wanna kill things
anger,I played chess with my 12-year-old brother. I made a stupid mistake - and he won!
anger,I bought an aquarium which made me much pleasure. I was watching the fish when my father came in and asked me how much I had payed for it. He said he would not pay for the current that it would require.
anger,@delta correction 26 ppl. Checked in. Standing at the gate. &amp; Flt 1449 took off without us.
anger,"Residential workers are faced with youngsters who are not only anxious and resentful about family events , but may also be mistrustful of those who try to help them ."
anger,Stupid people piss me off...busted my ass...and my coworker takes off with all the tips...thnx for nothing #angry #thatsmyluck
anger,I'm drawning in emails
anger,@caniszczyk Agreed! Though Eclipse apps hinder collecting the heap dump by catching OOME. Had to muck about in JConsole
anger,JV girls earn the W vs Stonington 2-1 today. Goals by K Waite and S Winakor. @DeluciaAlexis 1 assist. @mhseccathletics #relentless
anger,"Because it was a perfect illusion, but at least now I know what it was. #angry #ladygaga #iscalming#mysoul"
anger,I was angry when someone stole a magazine which I had borrowed from another friend and locked it in a drawer.
anger,I was angry about several drivers who showed an aggressive and dangerous driving habit.
anger,"When a person the same age as me insisted that I call him \Mister\"".  I refused to succumb, but he persisted and I got angry á|as he had belittled me."""
anger,"The woman said: ""But I have nothing but bread and cheese."""
anger,"A friend whom I had gone out of my way to do something for did not bother to acknowledge my efforts, and treated me badly thereafter."
anger,"This is not enough!"""
anger,"@savageimiike one of my favorite songs brother, real talk. #rage"
anger,And Mr. McGregor was very angry too.
anger,"I was mad about her being killed , mad at whoever killed her ."
anger,"I had a quarrel with my father, because I was of the opinion that he decided in an authoritarian way which TV program we should watch. I became very angry and started throwing things through the room."
anger,Philip was mad at himself for not taking the cutters off the boy .
anger,"His face was livid , and his hand had clapped to his sword ."
anger,"@pugglelover3691 some of those haters are just taught hate and not shown love. There is a good quote that goes to your comment tiff, treat"
anger,"She put on her many-league boots, in which she covered an hour""s walk at every step, and it was not long before she overtook them."
anger,"@lindentreephoto yeah, its super crap today   Stupid writing!  ugh"
anger,"@soviet_star Damn, that sucks"
anger,@AaronGoodwin seriously dude buy some bubble tape for your phones. #snap broke another phone
anger,"Now don't be obstinate, or I shall bite you with my white teeth.
anger,,Away, away,"" barked the old yard-dog."
anger,"My mother and her friends were speaking badly about my father when they were separated, and my brothers and sisters and myself were allowed to listen."
anger,"And now as he was walking slowly through the sand, and the sun was burning hot at noon-day, he grew quite hot-tempered and angry."
anger,"One day he said to himself, ""What shall I do with it? if I sell it, it will bring no more than another; and for eating, the little turnips are better than this; the best thing perhaps is to carry it and give it to the king as a mark of respect."""
anger,@VodafoneUKhelp @VodafoneUK wow!! My bill is £44.77 and hav a text from u to prove that and you have taken £148!!!!! #swines  #con!
anger,"In the University we were convoked to a stroll like a freshman I was still innocent about the manipulation. On seeing the goal of the exaltation to poor character people, I felt anger on feeling myself mass of maneuver."
anger,I'd rather dump gasoline all over myself and run into a burning building than use Excel.
anger,"She's foaming at the lips the one between her hips @realobietrice, one of many great lyrics"
anger,@girltrumpet yeahh  idk if i like owen anymore though... i kinda lost respect for him in an episode i recorded...
anger,@davenavarro6767  it so sucks not having fast internet   dial up sucks everything takes to long to load no way i would have won
anger,"When I was dismissed unjustly from the firm where I worked, because there where persons that didn't have problems, and wouldn't miss in the jobs they occupied if they were dismissed."
anger,"The reporter , whose English was stilted and hesitant , tried to get an answer from a miffed Atherton who refused saying he had already answered the same question ."
anger,@Bungie spent over 2 fucking hours and still can't get that dam SIVA fragment on Fellwinters peak mountain #angry
anger,Ew traffic
anger,"I jumped highest, after all, said the Flea."
anger,Tummy hurts  oh noes
anger,"Then the mannikin grew very angry and said he was to do it, but the huntsman would not, and took my dear mannikin, and gave him a thorough beating."
anger,"@Casper10666 I assure you there is no laughter, but increasing anger at the costs, and arrogance of Westminster."
anger,"Then he went out and cut willows, and brought them home, and she began to weave; but it made her fingers very sore."
anger,dammit @TMobile whays going on!!! 😤😤😤😤 lol #raging #smh #mobilefails
anger,But he has an out of date script. That's really bad. So midway thru his pitch we catch it. He gets all butthurt and storms out. His loss.
anger,For every minute you are angry you lose sixty seconds of happiness. - Ralph Waldo Emerson #quote
anger,Connie's fuming at Bake Off and went 'fuck this I'm starting on the vodka'
anger,"But the youth begged for a hearing, and said, ""She stole into my room in the night and questioned me, otherwise she could not have discovered it."""
anger,Someone spread rumours about me.
anger,Joes gf started singing all star and then Joe got angry and was all sing it right and started angrily singing it back at her
anger,Circle K is dead to me. I hate your new slushie machine. #irate #livid
anger,I felt angry when my friend told me that I had stolen her money.
anger,Why are people even debating on race inequality within our justice system like it's non existent? They're just trying to aggravate us.
anger,@esraalajmy huff btw ty😔
anger,"@jaulin Maybe you have, my memory sucks."
anger,"'I certainly am vexed,' said the basket; 'inwardly vexed, more than any one can imagine."
fear,"But the garter was naturally shy, and did not know how to answer such a question."
anger,"Get away; don't come so near me,"" said the garter, ""you appear to me quite like a man."""
anger,Gah! I left my glasses at work and reading is giving me a headache.  I can't believe how much I need them these days.  Old age.
anger,#Scorpio always seek revenge!
anger,An argument among friends in which my opinions on the way to spend spare time were disapproved.
anger,i want a ghd straightener but the shipping costs 50 pounds? NO DEAL!
anger,"At first Anne felt indignant with Joe , but when she thought it over , realised the good sense of his warning ."
anger,I was waiting to receive the participation on the profits and did not receive it.
anger,"The day the results of the Chinese university was announced I should have been very happy; however my grandmother, because of  her prejudice and misunderstanding, started a  quarrel with my mother.  She expected me to take her side and she deliberately talked of my mother's wrong doings.  I was very angry because - one my grandmother was not being reasonable and two because it should have been a happy day and three we had moved into a new house that day."
anger,@tony_tr3 I'd say your outrage is the really FAUX outrage.
anger,"says, who are you to compared me with the others; I'm just human. #lit #fire #burning"
anger,Brother continually interupting while I was talking on the telephone.
anger,I hate that I am so stinkin tired everyday!  It's so hard to get up...I thought I was supposed to start getting energy back now.
anger,"How can I tell Happy Anniversary, when u are not happy..  #ampalaya #paitpaitanangpeg"
anger,@canada4trumpnow @donlemon he has BAD TEMPERAMENT  #HissyFits
anger,"I think Paul is what's bitter, not the pastry"
anger,I miss doing nothing someone I care about and attacking their face with kisses. #foreveralone #bitter 😩
anger,I was supposed to meet my girlfriend at a pre-arranged place but it took me an hour to find her.
anger,"When youre kawawa, you make me kawawa cuz i hate seeing you so kawawa's  ohhhhh &lt;3"
anger,@josephperson Cam is still rattled from the backlash he received when he made the black QB comment and suffered the wrath of White America.
anger,When a grown adult doesn't drink or has never drank before I just assume they were raised around a raging alcoholic and they want no parts.
anger,My brother accused me undeservedly before my parents. I was not guilty. He was misled by his wife.
anger,"Influenced by those remarks, the bird next morning refused to bring in the wood, telling the others that he had been their servant long enough, and had been a fool into the bargain, and that it was now time to make a change, and to try some other way of arranging the work."
anger,@1BearTruth standard bitter response .... how's it feel to be the small club in a big city
anger,Why does Candice constantly pout #GBBO 💄😒
anger,"When my friend, as usual, forgot the tickets at home for a performance.  We missed it."
anger,I'm really mad at the world today. Today is just a sucky day.
anger,@matthew_meadows Since it's a friend of Pereg's I don't want to offend :) #Peace
anger,"Yeah, no. I don' mind tweetin' that twice.  #blm #likeThat"
anger,"He was incensed , stunned , at her action , and stood rigid with anger as he felt the slime roll down his cheek ."
anger,Mrs. Tittle- mouse began to get cross.
anger,"fuuuuu, helllla sleepy, had no lunch, now I'm working 4 to 10... gota wait till 6 to eat."
anger,@WinchesterGank If only. Lol I just wish once he understood the crazy of his rabid fans &amp; addressed it.
anger,People irritate me 🙄
anger,"LIVID Mia Farrow beat her adopted daughter Soon-Yi with a chair after finding out about her affair with Woody Allen , it was claimed yesterday ."
anger,Happy mothers day  I'm so hungry and the resturants are all closed... Damn
anger,@coltonflurry @StrangeFacesLA I cancelled by CBS all access live feeds before JC even said Vic won AFP. Paul.should have won IMO #bitter
anger,I get embarrassed at the slightest things and then I'll fret about it all day I hate it
anger,"Give an answer, cried the boy, ""or take yourself off, you have no business here at night."""
anger,@EliTheProphet_ @ChrisMellini this is an automatic L for me but ima keep trying fam  #thewengerway
anger,I am beginning to think sun blcok is a haox.
anger,I had an exam and I had it well prepared.  I did the first part very well but did not know the second part.
anger,"@gayla_weeks1 I try not to let my anger seep into reviews, but I resent having my time wasted on books like that. Time is precious."
anger,I missed the train and had to wait for the next for two hours. For this reason I missed an appointment which had been very important for me.
anger,There is a mad boy in our village. This boy hit me with a raw paw-paw in the face.
anger,"The second night the King""s daughter sent her maid-in-waiting, who was to see if she could succeed better in listening, but the servant took her mantle also away from her, and hunted her out with rods."
anger,"I had a date with my girlfriend, the time and place had not been fixed.  I asked her to phone me an hour later as it was midnight and I did not want to disturb her family.  I waited several hours for her call, she did not call me that night."
anger,My husband and I were invited at the house of our nieghbours then we got an invitation on the part of my parents which we had to refuse. A a result they called me by words that provoked my anger.
anger,"Stuck in an office, red hot"
anger,"@SusanHensThe shameful display I watched today has left me reeling with so much anger dt I feel like exploding, those clowns should watch it"
anger,"When the person I am going out with let me down in a situation that I was depending on them, and didn't show respect or care."
anger,Hates headaches! Maybe I'm not ready to rock
anger,@xxlaurenbeexx aha yeah  all else fails just push  yeah we are dont know what time were leaving yet though xx
anger,In children's hospital ER hoping Meredith does NOT have a broken elbow/arm
anger,"As soon as you come sailing back in it, said he, ""you shall have my daughter for wife."""
anger,"You have played me another trick, said he."
anger,"At an undeserved attitude toward a man, when human personality is not treated decently."
anger,I felt anger against a person who told bad things about me in my absence.
anger,"@thatgirlonline Dude you're always going to midnight screenings! xD. I wish I lived in a city. Well, I do (until tmrw!) but it's rubbish"
anger,When he saw this he was further enraged and started towards the seer with an axe .
anger,"SOMEONE LET SNAKES IN MY HOUSE, I BET IT @Ya_Boi_Huck I KILL THAT BUGGER WHEN I GET MY HANDS ON HIM #rage #HuckFP2"
anger,Absolutely fuming I've just scratched all my car 😡😡😡😡😡😡
anger,"@Miki_is_Rad yeah it was shit D: im so tired, i have a headache and now i have to play a game of rygby D: but ill be right  xxx &lt;33"
anger,wants to go to falkland but cant cause of stupid exams and mtbcut are going to be there
anger,Old Mr. Bouncer could no longer deny that he had invited company into the rabbit hole; but he refused to reply to the questions and reproaches of Flopsy.
anger,"Ah! wretch that I am! sighed she; ""why did I not marry King Grisly-beard?"""
anger,@kateracculia @themathofyou It's true! I reverse-engineered the drink. It's a scientific method. I hear it's all the rage.
anger,"@wmdev Every time I succeed with a code, I get &quot;We're Sorry. Your Credit Card Has Been Declined at this time.&quot;"
anger,"Ill put a screw into that business,"" said the little tailor."
anger,Flip flops are a menace! I've cut one of my feet  Ouchies.
anger,"Why to have vanity sizes?Now sizes S,XS(evenXXS sometimes) are too big, WTF?! Dear corporate jerks, Lithuania didn't need this. #rant"
anger,When I missed the tram after having run for it.
anger,"@smendler (1) Watch out for memes &amp; statements designed to make you feel outrage, but that don't give you anything to *do* about situation"
anger,When my boyfriend went away for a month long holiday without me.
anger,When I was put into a tennis team below my standard.
anger,"@gillian9 Aww, I had one yesterday, they suck"
anger,I wonder what American city will be next to protest about police shootings. Who's next? Smh. #whenwillitstop #angry #howmanymoretimes
anger,#oow16 #sting decent new song
anger,"The cook once more said: ""If you do not do it, it shall cost you your own life."""
anger,Being sexually assulted on a bus and noone helped (people only laughed).
anger,When I was robbed in a bus.
anger,Having a baby born too soon is #lifechanging 6 years on and it feels like only yesterday #sad #happy #angry #emotionalrollercoaster
anger,"A few weeks back, as I was in a hurry to leave the house, I left some of my things lying around.  This is something I never do. My uncle,who lives with us, as we live in a joint family, remarked that we were always doing things like  this.  This really got me mad."
anger,i'm getting ready for tonight (teachers dinner on the beach!) but it's raining and i hate this!
anger,"My mother was ill and asked me to prpare our lunch. I went to do it, and while I was working, she stayed behind me telling what I had, or not to do. I asked her to stop meddling, and to go to bed. When I went to ask for help to my sister, my mother said that I was proud, that I asked for help only when I wanted and that I wasn't able to cook by myself."
anger,Sitting in traffic while my car gets rained on. Just washed it on Sunday. Doesn't the weather know this is California?
anger,@Sissillie i honestly hope the theatre gets hit by a meteor before you get there
anger,Who allowed Pereira to start taking all the set pieces? fuming
anger,The government's announcement of the withdrawal of the student allowances in 1984.
anger,I hate being yelled and sworn at
anger,@paulbushnell25 @EE bad news if ordered online it hasn't gone through same happened to me had to re order on the phone
anger,"While in the army, I was treated unfairly by my superiors.  I was held responsible for a deed of which I was innocent."
anger,"When anger rises, think of the consequences. #quote #wisdom"
anger,"@coollike &quot;And I'm packing your ANGRY eyes, just incase&quot;"
anger,When boyfriend lied to me.
anger,@celticfish this is a travesty
anger,Anna Maria was still arguing in shrill tones.
anger,@CorningFootball  IT'S GAME DAY!!!!      T MINUS 14:30
anger,I have had it with job hunting. I try all day and nothing works  I bet I couldn't even work at the strip club because of my cider belly!
anger,if we let that in id be fuming poor keeping
anger,"Peter says : ` The Poles were furious that we wanted to show prostitutes in their hotel bar , claiming they never had them ."
anger,Mrs Friar looked offended but continued .
anger,@CorbettBarr @pjrvs @brianclark true. Just me spitting venom because I'm still bitter with Stripe. Like an old man yelling from his porch.
anger,"@NatalieAurora lmao according to the away, they're there. current focus: tripping, ugly pics, same dress, fat looking"
anger,"Sing! sing!"""
anger,Glad I didn't watch smackdown because I can't see my men @JasonJordanJJ @WWEGable lose. #sohurt #revenge
anger,Wish my headache/almost migraine would go away!
anger,Going to Cowell Hospital and finding out tediously that I had a stress fracture. The anger came when the senile doctors found out 4 weeks later that I had 2 stress fractures in one foot and should have had crutches. I was in distinct pain and barely could walk to classes. They said it would be better in 2 weeks.
anger,"There was a woman who wanted me to call her mother , and then called me awkward , exasperated and frightened with the dreams and the screams ."
anger,@zanylikethat Awwwww.
anger,"Is it me, or is Ding wearing the look of a man who's just found his arch enemy in bed with his missus? #angryman #scowl"
anger,ooo my goddddd; vodafone trouble. no network
anger,"When anybody wants to make me feel guilty. For example: I should do something for my mother, but things didn't go as she hoped. Then she threatens: I'll do it myself."
anger,Angry when our team (small boys) lost the county championship football final.
anger,My class leader told me the university won't let all of us go to your lectures because we are not All English Class.
anger,"The miser crept into the bush to find it; but directly he had got into the middle, his companion took up his fiddle and played away, and the miser began to dance and spring about, capering higher and higher in the air."
anger,@JaredWyand Maybe if it was transgender the media would cover it #outrage
anger,@cindaxo the straightener's another 110 pounds though. Seems pricey
anger,"THIS TWITTER SHIT KAN EAT THE GUN NOW ....AN I DON'T EVEN BE GOIN IN SMFH, OVER REACTIN 4 NOTHIN, I NEED 2 STAY STRONG"
anger,I can't remember being truly angry. Usually it's just disappointment that I feel. One situation would be with my brother. He and I used to be close but now he seems to be avoiding me.
anger,@boriqua206 Cause I'm not hearing from you guys!!!
anger,A girl entered in the division where I work and greeted everybody but not me.
anger,@PAULROVlA the first resulted in me angrily sobbing and ranting about finnick in the cinema
anger,"He turned a livid , stubbled face to the crowd ."
anger,"When my mother slapped me in the face, I felt anger at that moment."
anger,at famous dave's with my mom. so hungry.
anger,"@sierraphares oh! Yeah,your mom told be about that.  I thought you meant his twitter ID &amp; I was very confused. That sucks. Sick."
anger,"EVIL CREDIT CARD COMPANIES!!  God, and just when I was starting to *build* my credit again - I get this stupid 'ding' from them!"
anger,"Her pearl must not be missing; it must be there, that the crown, when worn, may be complete."
sadness,"Tears of sorrow rolled down their cheeks, and fell in heavy drops on the floor, but not a word was spoken."
sadness,"The silence which reigned here expressed a world of grief.
sadness,,With silent steps"
sadness,"Strange men came in and placed the lid of the coffin over the dead, and drove the nails firmly in; while the blows of the hammer resounded through the house, and echoed in the hearts that were bleeding."
fear,"Whither art thou leading me?"" asked the guardian angel."
anger,i was invited to one on the beach but it was too short notice i mean why the hell tell you 2hrs before?? really?
anger,I almost feel offended that she thinks that's a big deal. She's knows I'll literally do anything for her or Kai.
anger,@chellemariee I have my 830 class  fuckin school! what time you work wed? if jade comes ima have to get her in antioch at amtrak.
anger,Pigling Bland refused quite crossly.
anger,When you've still got a whole season of Wentworth to watch and a stupid cunt in work ruins it for us 😭😭 @__KirstyGA  #oldcunt
anger,@mrgenius23 You win ... SIGH Rakeem
anger,is a bit tired. I blame the rain.  http://plurk.com/p/x2jc9
anger,"When a colleague asked me for help at work, despite the fact that he had more time to do it than I had."
anger,"@easyJet Hi folks. Flight is going to be over an hour late departing from INV (EZY864), how do we go about getting a refund please?"
anger,Once I saw some children hunting a cat to death.
anger,swoobs and swass.... why the hell is air not on TODAY when I am packing  blech
anger,It's car crash tv at it's worst.
anger,playing pet society
anger,Being refused to attend the neuropsychology lecture in the medical university.
anger,Top off! said the cat quite coolly.
anger,@ggreenwald @SusanSarandon We are blaming 5% of the fucking idiots who are putting the World in the middle of their tantrums. You are one.
anger,That feel when you travel 700 miles to pick up a form that arrives in the post two days after you leave.
anger,and this stupid wireless wont work downstairs
anger,My sister once stole my mother's money and made her very angry.  After this my mother would beat her up for unreasonable reasons.  One day my sister lent her book to a friend without telling my mother about it.  When my mother learnt this she beat her up and even threatened her with a pair of scissors.
anger,"The child is mine, she answered; ""I can murder him if I like, and you too, Giannina."""
anger,@thehypercube - touched a real live Cube in Hamilton. Dealership closed - couldn't sit in it though
anger,@Epiphora I will never forgive you for burying the erotica. You're snuffing out our love.
anger,I had too much homework and examinations and I did not know how to organize my work.
anger,"When my father took away my cherised diaries to burn them (I was also very sad) \Oh, how I hated him\""."""
anger,"At having an argument with a stranger, in the street."
anger,This class is really long and I'm really getting hungry
anger,I am using twitter as a coping mechanism for raging out at this kid oops?
anger,"A quarrel with my mother because I thought she said very unreasonable things about me, that hit me strongly."
anger,"@ticcikasie1 With a frown, she let's out a distraught 'Gardevoir' saying that she wishes she had a trainer"
anger,Someone stole my ski at Vitosha and of course I was the one to be blamed. I left them without supervision.
anger,Falling in love although she is my friend (angry with myself).
anger,"Thou, queen, art fair, and beauteous to see, But Snowdrop is lovelier far than thee!"
anger,I've always had a weird grudge against stingrays ever since one killed Steve Irwin.
anger,Saw my unfair report.
anger,"Morrissey was obviously peeved at The Smiths continued existence as a relatively small ` cottage industry "" ."
anger,"When I tried to put up a tent some years ago, I was teased and hindered by my cousin."
anger,"When a friend carelessly broke and object in my parent's house and did not apologize, or pay, or anything."
anger,@KinanLW I live in the Philippines. &gt;.&lt; and honestly i wanna live somewhere with snow!!
anger,I HATE little girls 😡😡 got a lot off growing up to do!!!
anger,When colliding with my car. I myself was to blame.
anger,Houston might lose a coach tomorrow or by midnight. #yikes ?
anger,"But the clever servant had placed himself in the bed instead of his master, and when the maid came there, he tore off from her the mantle in which she had wrapped herself, and chased her out with rods."
anger,"A guy was raging so hard during a rocket league game, when i beat him he started crying and i was laughing so hard lol"
anger,"Hot damn, I'm at fucking Disneyland!"
anger,"@sippycoups if it hurts too much to eat, i read somewhere that marshmallows are good bc they are soft and don't irritate"
anger,"My grandmother is a highly authoritative person, who lives alone, is independent, but doesn't know to live without commanding the others. I hate this!"
anger,A classmate told me I must have bribed the class leader to let me go to your English lecture.
anger,#welfarereform should not be a 'model' for #snap.
anger,"Skins, skins! they cried, mocking him; ""yes, we'll mark your skin for you, till it is black and blue."""
anger,"@LouisFil just curious as to what you mean. No rush, no animosity, no disdain."
anger,Got a $20 tip from a drunk Uber passenger. Today I get a $25 parking ticket. I'd blame karma but my dumb ass forgot to pay the meter.
anger,the teams that face Barca and Bayern after a defeat are the ones who face the wrath
anger,When a very close friend with whom I have a very intimate and bodily relationship (he had a girlfriend) started to avoid me and didn't want to talk to me any more.
anger,@komal_sidhnani true...\nThey r burning with other's pleasure!\nPpl in true love happiness everywhere _😃
anger,I was very very angry to read Batty 's comments about Leeds .
anger,@jonnyp_43 @MedicNow like going to a so called cardiac arrest that turned out to be a cut finger! #fuming #medchat
anger,"Apple is also rotten in the center, just my luck"
anger,Have wee pop socks on and they KEEP FALLING OFF INSIDE MY SHOES #rage
anger,When you burst out crying alone and u realize that no one truly knows how unhappy you really are because you don't want anyone to know
anger,We worship at Your feet\nWhere wrath and mercy meet\nAnd a guilty world is washed\nBy love's pure stream\n—Graham Kendrick
anger,Being told that I have not got a personality.
anger,I blame the whole season on Natalie! The season would have been so different had she not turned her back on her alliance! #pissed
anger,@laureeenwillam can't cope wi her sour face and tiny pout 😡😡
anger,"The British , however , remained suspicious of American motives , and resentful of their advice ."
anger,"People are #hurt and #angry and it's hard to know what to do with that #anger Remember, at the end of the day, we're all #humans #bekind"
anger,"If you are stronger, I will let you go--come, we will try."
anger,Congrats to #Nicole #bb18 ... Fix that nose now 😒💁🏻 #bitter #petty
anger,An extra night in pasadena with sergi baby cuz i 'missed' my train to riverside
anger,Can't believe @virginmedia are putting their prices up!! They already know I'm struggling to pay my bill &amp; won't change my package!!
anger,This is exactly y I hate driving thru dandy - sittin at lights next to a car of asians who r callin out to me &amp; 1 held up a knife  scum!
anger,"Germans were resentful of France 's post-war attempts to keep them under close control , and it could not automatically be expected that they would agree to join European institutions ."
anger,Making my buddy cry !! Bitch wait for revenge 🤗👌🏻
anger,"@NahteWilly @AFP that was neither intelligent, definitive or useful shall I name call or would you like to expand on how I have offend you ?"
anger,"And to discriminate only generates hate\nAnd when you hate then you're bound to get irate,"
anger,"Then a vise was brought, and the bear put his claws in it, and the little tailor screwed it tight, and said, ""Now wait until I come with the scissors,"" and he let the bear growl as he liked, and lay down in the corner on a bundle of straw, and fell asleep."
anger,"It came to pass that one evening he said to the king: ""You think you have twelve huntsmen?"""
anger,When my aunt told me angrily that I was a good-for-nothing and she was fed up with my behaviour.
anger,Anger is cheap and politeness is expensive. Don't expect everybody to be polite. #ThoughtfulThursday #anger #politeness
anger,I hate crowds   http://tr.im/mONi
anger,This makes things easier and compact and less fiery or burdened by the weight of sexuality. One releases in the transmutation
anger,When my boss enrolled in a course to satisfy his own ends - to trample on his associates.  I have the misfortune to have one of my superiors in my course.
anger,"@VanDashNessa @taotao_salupa5 Nobody in that street burning and looting and terrifying innocent citizens was there, either."
anger,@IamYeTe Waraku is tasteless and expensive! Portion is so little!!!!!  re: waraku
anger,When you forget to mention you were bought dreamboys tickets 🙄😂
anger,Men in rage strike those that wish them best.  #emotions #negative #positive #wish #strike #martial #arts #control #believe #best #hope
anger,OOOOOOOOH MY GOD UUUUGGGGHHHHHHHHH
anger,Lost at bowling again  why do i suck
anger,When I read about Reagan's tactical decision concerning the South African boycott.
anger,#ADP's #ezlabor web portal has to be THE SLOWEST web app I have ever had the displeasure of using!!
anger,Defination of a best friends..!!! \n\na person who opens his mouth just to #insult yu..!! :D :D :D
anger,@ImWendy that sucks!
anger,@Nigerianscamsss @TrillSmith you think I came back to twitter and not ruffle a few bushes? Tuh.
anger,@emboosh aw that sucks
anger,@UKBlogAwards @ModishMale I would always be honest but it's great to feedback opinion to the brand - don't want to offend them #BlogHour
anger,Israel is also miffed by Kohl 's plan to visit the walled Old City of east Jerusalem without Mayor Ehud Olmert .
anger,"my zoids torrent crashed after 8 hours of downloading.  it was only 6% done at that time, because apparently i'm the only zoids fan ever."
anger,"For the Opposition , Sam Galbraith said he was particularly angry that the Government was reneging on the ballot subsidy ."
anger,@methodphoto I think you need to define what you mean by 'clue'. Won't be at WWDC this year
anger,@LaKia unfortunately noy   my life suck this year.
anger,Still can't log into my fucking Snapchat #Snapchat
anger,"The offended Titan lumbered forward and stamped upon one Raider , crushing it underfoot ."
anger,My anger is boiling over.
anger,Fruit and vegetable growers in the area are furious about the decision .
anger,"Nearby the end of the year my wife and I were having a car ride, when it appears another vehicle, driven by a drunk driver and provokes an accident."
anger,@VerizonSupport thanks for saying My wife and I were getting our iphones today and then losing both of them with no ETA #thanks
anger,what am i gonna watch after BGT  bad times
anger,Screw you guys and your prom pictures
