label,text
this text expresses anger,@coltonflurry @StrangeFacesLA I cancelled by CBS all access live feeds before JC even said Vic won AFP. Paul.should have won IMO #bitter
this text expresses anger,I get embarrassed at the slightest things and then I'll fret about it all day I hate it
this text expresses anger,"Give an answer, cried the boy, ""or take yourself off, you have no business here at night."""
this text expresses anger,@EliTheProphet_ @ChrisMellini this is an automatic L for me but ima keep trying fam  #thewengerway
this text expresses anger,I am beginning to think sun blcok is a haox.
this text expresses anger,I had an exam and I had it well prepared.  I did the first part very well but did not know the second part.
this text expresses anger,"@gayla_weeks1 I try not to let my anger seep into reviews, but I resent having my time wasted on books like that. Time is precious."
this text expresses anger,I missed the train and had to wait for the next for two hours. For this reason I missed an appointment which had been very important for me.
this text expresses anger,There is a mad boy in our village. This boy hit me with a raw paw-paw in the face.
this text expresses anger,"The second night the King""s daughter sent her maid-in-waiting, who was to see if she could succeed better in listening, but the servant took her mantle also away from her, and hunted her out with rods."
this text expresses anger,"I had a date with my girlfriend, the time and place had not been fixed.  I asked her to phone me an hour later as it was midnight and I did not want to disturb her family.  I waited several hours for her call, she did not call me that night."
this text expresses anger,My husband and I were invited at the house of our nieghbours then we got an invitation on the part of my parents which we had to refuse. A a result they called me by words that provoked my anger.
this text expresses anger,"Stuck in an office, red hot"
this text expresses anger,"@SusanHensThe shameful display I watched today has left me reeling with so much anger dt I feel like exploding, those clowns should watch it"
this text expresses anger,"When the person I am going out with let me down in a situation that I was depending on them, and didn't show respect or care."
this text expresses anger,Hates headaches! Maybe I'm not ready to rock
this text expresses anger,@xxlaurenbeexx aha yeah  all else fails just push  yeah we are dont know what time were leaving yet though xx
this text expresses anger,In children's hospital ER hoping Meredith does NOT have a broken elbow/arm
this text expresses anger,"As soon as you come sailing back in it, said he, ""you shall have my daughter for wife."""
this text expresses anger,"You have played me another trick, said he."
this text expresses anger,"At an undeserved attitude toward a man, when human personality is not treated decently."
this text expresses anger,I felt anger against a person who told bad things about me in my absence.
this text expresses anger,"@thatgirlonline Dude you're always going to midnight screenings! xD. I wish I lived in a city. Well, I do (until tmrw!) but it's rubbish"
this text expresses anger,When he saw this he was further enraged and started towards the seer with an axe .
this text expresses anger,"SOMEONE LET SNAKES IN MY HOUSE, I BET IT @Ya_Boi_Huck I KILL THAT BUGGER WHEN I GET MY HANDS ON HIM #rage #HuckFP2"
this text expresses anger,Absolutely fuming I've just scratched all my car 😡😡😡😡😡😡
this text expresses anger,"@Miki_is_Rad yeah it was shit D: im so tired, i have a headache and now i have to play a game of rygby D: but ill be right  xxx &lt;33"
this text expresses anger,wants to go to falkland but cant cause of stupid exams and mtbcut are going to be there
this text expresses anger,Old Mr. Bouncer could no longer deny that he had invited company into the rabbit hole; but he refused to reply to the questions and reproaches of Flopsy.
this text expresses anger,"Ah! wretch that I am! sighed she; ""why did I not marry King Grisly-beard?"""
this text expresses anger,@kateracculia @themathofyou It's true! I reverse-engineered the drink. It's a scientific method. I hear it's all the rage.
this text expresses anger,"@wmdev Every time I succeed with a code, I get &quot;We're Sorry. Your Credit Card Has Been Declined at this time.&quot;"
this text expresses anger,"Ill put a screw into that business,"" said the little tailor."
this text expresses anger,Flip flops are a menace! I've cut one of my feet  Ouchies.
this text expresses anger,"Why to have vanity sizes?Now sizes S,XS(evenXXS sometimes) are too big, WTF?! Dear corporate jerks, Lithuania didn't need this. #rant"
this text expresses anger,When I missed the tram after having run for it.
this text expresses anger,"@smendler (1) Watch out for memes &amp; statements designed to make you feel outrage, but that don't give you anything to *do* about situation"
this text expresses anger,When my boyfriend went away for a month long holiday without me.
this text expresses anger,When I was put into a tennis team below my standard.
this text expresses anger,"@gillian9 Aww, I had one yesterday, they suck"
this text expresses anger,I wonder what American city will be next to protest about police shootings. Who's next? Smh. #whenwillitstop #angry #howmanymoretimes
this text expresses anger,#oow16 #sting decent new song
this text expresses anger,"The cook once more said: ""If you do not do it, it shall cost you your own life."""
this text expresses anger,Being sexually assulted on a bus and noone helped (people only laughed).
this text expresses anger,When I was robbed in a bus.
this text expresses anger,Having a baby born too soon is #lifechanging 6 years on and it feels like only yesterday #sad #happy #angry #emotionalrollercoaster
this text expresses anger,"A few weeks back, as I was in a hurry to leave the house, I left some of my things lying around.  This is something I never do. My uncle,who lives with us, as we live in a joint family, remarked that we were always doing things like  this.  This really got me mad."
this text expresses anger,i'm getting ready for tonight (teachers dinner on the beach!) but it's raining and i hate this!
this text expresses anger,"My mother was ill and asked me to prpare our lunch. I went to do it, and while I was working, she stayed behind me telling what I had, or not to do. I asked her to stop meddling, and to go to bed. When I went to ask for help to my sister, my mother said that I was proud, that I asked for help only when I wanted and that I wasn't able to cook by myself."
this text expresses anger,Sitting in traffic while my car gets rained on. Just washed it on Sunday. Doesn't the weather know this is California?
this text expresses anger,@Sissillie i honestly hope the theatre gets hit by a meteor before you get there
this text expresses anger,Who allowed Pereira to start taking all the set pieces? fuming
this text expresses anger,The government's announcement of the withdrawal of the student allowances in 1984.
this text expresses anger,I hate being yelled and sworn at
this text expresses anger,@paulbushnell25 @EE bad news if ordered online it hasn't gone through same happened to me had to re order on the phone
this text expresses anger,"While in the army, I was treated unfairly by my superiors.  I was held responsible for a deed of which I was innocent."
this text expresses anger,"When anger rises, think of the consequences. #quote #wisdom"
this text expresses anger,"@coollike &quot;And I'm packing your ANGRY eyes, just incase&quot;"
this text expresses anger,When boyfriend lied to me.
this text expresses anger,@celticfish this is a travesty
this text expresses anger,Anna Maria was still arguing in shrill tones.
this text expresses anger,@CorningFootball  IT'S GAME DAY!!!!      T MINUS 14:30
this text expresses anger,I have had it with job hunting. I try all day and nothing works  I bet I couldn't even work at the strip club because of my cider belly!
this text expresses anger,if we let that in id be fuming poor keeping
this text expresses anger,"Peter says : ` The Poles were furious that we wanted to show prostitutes in their hotel bar , claiming they never had them ."
this text expresses anger,Mrs Friar looked offended but continued .
this text expresses anger,@CorbettBarr @pjrvs @brianclark true. Just me spitting venom because I'm still bitter with Stripe. Like an old man yelling from his porch.
this text expresses anger,"@NatalieAurora lmao according to the away, they're there. current focus: tripping, ugly pics, same dress, fat looking"
this text expresses anger,"Sing! sing!"""
this text expresses anger,Glad I didn't watch smackdown because I can't see my men @JasonJordanJJ @WWEGable lose. #sohurt #revenge
this text expresses anger,Wish my headache/almost migraine would go away!
this text expresses anger,Going to Cowell Hospital and finding out tediously that I had a stress fracture. The anger came when the senile doctors found out 4 weeks later that I had 2 stress fractures in one foot and should have had crutches. I was in distinct pain and barely could walk to classes. They said it would be better in 2 weeks.
this text expresses anger,"There was a woman who wanted me to call her mother , and then called me awkward , exasperated and frightened with the dreams and the screams ."
this text expresses anger,@zanylikethat Awwwww.
this text expresses anger,"Is it me, or is Ding wearing the look of a man who's just found his arch enemy in bed with his missus? #angryman #scowl"
this text expresses anger,ooo my goddddd; vodafone trouble. no network
this text expresses anger,"When anybody wants to make me feel guilty. For example: I should do something for my mother, but things didn't go as she hoped. Then she threatens: I'll do it myself."
this text expresses anger,Angry when our team (small boys) lost the county championship football final.
this text expresses anger,My class leader told me the university won't let all of us go to your lectures because we are not All English Class.
this text expresses anger,"The miser crept into the bush to find it; but directly he had got into the middle, his companion took up his fiddle and played away, and the miser began to dance and spring about, capering higher and higher in the air."
this text expresses anger,@JaredWyand Maybe if it was transgender the media would cover it #outrage
this text expresses anger,@cindaxo the straightener's another 110 pounds though. Seems pricey
this text expresses anger,"THIS TWITTER SHIT KAN EAT THE GUN NOW ....AN I DON'T EVEN BE GOIN IN SMFH, OVER REACTIN 4 NOTHIN, I NEED 2 STAY STRONG"
this text expresses anger,I can't remember being truly angry. Usually it's just disappointment that I feel. One situation would be with my brother. He and I used to be close but now he seems to be avoiding me.
this text expresses anger,@boriqua206 Cause I'm not hearing from you guys!!!
this text expresses anger,A girl entered in the division where I work and greeted everybody but not me.
this text expresses anger,@PAULROVlA the first resulted in me angrily sobbing and ranting about finnick in the cinema
this text expresses anger,"He turned a livid , stubbled face to the crowd ."
this text expresses anger,"When my mother slapped me in the face, I felt anger at that moment."
this text expresses anger,at famous dave's with my mom. so hungry.
this text expresses anger,"@sierraphares oh! Yeah,your mom told be about that.  I thought you meant his twitter ID &amp; I was very confused. That sucks. Sick."
this text expresses anger,"EVIL CREDIT CARD COMPANIES!!  God, and just when I was starting to *build* my credit again - I get this stupid 'ding' from them!"
this text expresses anger,"Her pearl must not be missing; it must be there, that the crown, when worn, may be complete."
this text expresses sadness,"Tears of sorrow rolled down their cheeks, and fell in heavy drops on the floor, but not a word was spoken."
this text expresses sadness,"The silence which reigned here expressed a world of grief.
sadness,,With silent steps"
this text expresses sadness,"Strange men came in and placed the lid of the coffin over the dead, and drove the nails firmly in; while the blows of the hammer resounded through the house, and echoed in the hearts that were bleeding."
this text expresses fear,"Whither art thou leading me?"" asked the guardian angel."
this text expresses anger,i was invited to one on the beach but it was too short notice i mean why the hell tell you 2hrs before?? really?
this text expresses anger,I almost feel offended that she thinks that's a big deal. She's knows I'll literally do anything for her or Kai.
this text expresses anger,@chellemariee I have my 830 class  fuckin school! what time you work wed? if jade comes ima have to get her in antioch at amtrak.
this text expresses anger,Pigling Bland refused quite crossly.
this text expresses anger,When you've still got a whole season of Wentworth to watch and a stupid cunt in work ruins it for us 😭😭 @__KirstyGA  #oldcunt
this text expresses anger,@mrgenius23 You win ... SIGH Rakeem
this text expresses anger,is a bit tired. I blame the rain.  http://plurk.com/p/x2jc9
this text expresses anger,"When a colleague asked me for help at work, despite the fact that he had more time to do it than I had."
this text expresses anger,"@easyJet Hi folks. Flight is going to be over an hour late departing from INV (EZY864), how do we go about getting a refund please?"
this text expresses anger,Once I saw some children hunting a cat to death.
this text expresses anger,swoobs and swass.... why the hell is air not on TODAY when I am packing  blech
this text expresses anger,It's car crash tv at it's worst.
this text expresses anger,playing pet society
this text expresses anger,Being refused to attend the neuropsychology lecture in the medical university.
this text expresses anger,Top off! said the cat quite coolly.
this text expresses anger,@ggreenwald @SusanSarandon We are blaming 5% of the fucking idiots who are putting the World in the middle of their tantrums. You are one.
this text expresses anger,That feel when you travel 700 miles to pick up a form that arrives in the post two days after you leave.
this text expresses anger,and this stupid wireless wont work downstairs
this text expresses anger,My sister once stole my mother's money and made her very angry.  After this my mother would beat her up for unreasonable reasons.  One day my sister lent her book to a friend without telling my mother about it.  When my mother learnt this she beat her up and even threatened her with a pair of scissors.
this text expresses anger,"The child is mine, she answered; ""I can murder him if I like, and you too, Giannina."""
this text expresses anger,@thehypercube - touched a real live Cube in Hamilton. Dealership closed - couldn't sit in it though
this text expresses anger,@Epiphora I will never forgive you for burying the erotica. You're snuffing out our love.
this text expresses anger,I had too much homework and examinations and I did not know how to organize my work.
this text expresses anger,"When my father took away my cherised diaries to burn them (I was also very sad) \Oh, how I hated him\""."""
this text expresses anger,"At having an argument with a stranger, in the street."
this text expresses anger,This class is really long and I'm really getting hungry
this text expresses anger,I am using twitter as a coping mechanism for raging out at this kid oops?
this text expresses anger,"A quarrel with my mother because I thought she said very unreasonable things about me, that hit me strongly."
this text expresses anger,"@ticcikasie1 With a frown, she let's out a distraught 'Gardevoir' saying that she wishes she had a trainer"
this text expresses anger,Someone stole my ski at Vitosha and of course I was the one to be blamed. I left them without supervision.
this text expresses anger,Falling in love although she is my friend (angry with myself).
this text expresses anger,"Thou, queen, art fair, and beauteous to see, But Snowdrop is lovelier far than thee!"
this text expresses anger,I've always had a weird grudge against stingrays ever since one killed Steve Irwin.
this text expresses anger,Saw my unfair report.
this text expresses anger,"Morrissey was obviously peeved at The Smiths continued existence as a relatively small ` cottage industry "" ."
this text expresses anger,"When I tried to put up a tent some years ago, I was teased and hindered by my cousin."
this text expresses anger,"When a friend carelessly broke and object in my parent's house and did not apologize, or pay, or anything."
this text expresses anger,@KinanLW I live in the Philippines. &gt;.&lt; and honestly i wanna live somewhere with snow!!
this text expresses anger,I HATE little girls 😡😡 got a lot off growing up to do!!!
this text expresses anger,When colliding with my car. I myself was to blame.
this text expresses anger,Houston might lose a coach tomorrow or by midnight. #yikes ?
this text expresses anger,"But the clever servant had placed himself in the bed instead of his master, and when the maid came there, he tore off from her the mantle in which she had wrapped herself, and chased her out with rods."
this text expresses anger,"A guy was raging so hard during a rocket league game, when i beat him he started crying and i was laughing so hard lol"
this text expresses anger,"Hot damn, I'm at fucking Disneyland!"
this text expresses anger,"@sippycoups if it hurts too much to eat, i read somewhere that marshmallows are good bc they are soft and don't irritate"
this text expresses anger,"My grandmother is a highly authoritative person, who lives alone, is independent, but doesn't know to live without commanding the others. I hate this!"
this text expresses anger,A classmate told me I must have bribed the class leader to let me go to your English lecture.
this text expresses anger,#welfarereform should not be a 'model' for #snap.
this text expresses anger,"Skins, skins! they cried, mocking him; ""yes, we'll mark your skin for you, till it is black and blue."""
this text expresses anger,"@LouisFil just curious as to what you mean. No rush, no animosity, no disdain."
this text expresses anger,Got a $20 tip from a drunk Uber passenger. Today I get a $25 parking ticket. I'd blame karma but my dumb ass forgot to pay the meter.
this text expresses anger,the teams that face Barca and Bayern after a defeat are the ones who face the wrath
this text expresses anger,When a very close friend with whom I have a very intimate and bodily relationship (he had a girlfriend) started to avoid me and didn't want to talk to me any more.
this text expresses anger,@komal_sidhnani true...\nThey r burning with other's pleasure!\nPpl in true love happiness everywhere _😃
this text expresses anger,I was very very angry to read Batty 's comments about Leeds .
this text expresses anger,@jonnyp_43 @MedicNow like going to a so called cardiac arrest that turned out to be a cut finger! #fuming #medchat
this text expresses anger,"Apple is also rotten in the center, just my luck"
this text expresses anger,Have wee pop socks on and they KEEP FALLING OFF INSIDE MY SHOES #rage
this text expresses anger,When you burst out crying alone and u realize that no one truly knows how unhappy you really are because you don't want anyone to know
this text expresses anger,We worship at Your feet\nWhere wrath and mercy meet\nAnd a guilty world is washed\nBy love's pure stream\n—Graham Kendrick
this text expresses anger,Being told that I have not got a personality.
this text expresses anger,I blame the whole season on Natalie! The season would have been so different had she not turned her back on her alliance! #pissed
this text expresses anger,@laureeenwillam can't cope wi her sour face and tiny pout 😡😡
this text expresses anger,"The British , however , remained suspicious of American motives , and resentful of their advice ."
this text expresses anger,"People are #hurt and #angry and it's hard to know what to do with that #anger Remember, at the end of the day, we're all #humans #bekind"
this text expresses anger,"If you are stronger, I will let you go--come, we will try."
this text expresses anger,Congrats to #Nicole #bb18 ... Fix that nose now 😒💁🏻 #bitter #petty
