label,text
the state of being angry,Most Americans think the media is nothing but Government propaganda BS. #lies #control #BS #RiggedSystem  #garbage #oreillyfactor 
the state of being angry,#Anger or #wrath is an intense emotional response. 
the state of being angry,@user Yes but you were specifically fuming about him not signing enough people 
the state of being angry,@user bought a ticket from Harlow T to Heathrow from ticket machine and it was not accepted by Heathrow express #fuming 
the state of being angry,"can only blame Jose ere why would you give Rojo another start after Sunday , fucking disaster waiting to happen &amp; it did shocking header ! "
the state of being angry,@user I'm as pure as the driven snow after it's been pissed on by multiple rabid dogs 
the state of being angry,QLD are like the All Blacks #relentless 
the state of being angry,Oh Canada 🇨🇦 shouldn't be sung like that. #terrible #MLBTHESHOW17 
the state of being angry,"#EpiPen: when public outrage occurs, expand #PAP Patient Assistance Progrm, coupons,rebates .@GOPoversight @user on #Mylan #Epipen "
the state of being angry,"If I see one more Lakshmi EX enrage, I'm kill someone. "
the state of being angry,@user AP didn't have a productive week 1 or 1st half against GB and Kalil is horrible! @user D is its strongest asset currently. 
the state of being angry,Afraid of no one an no one scares me!!! Funk y'all thought image one mans army!! '! 
the state of being angry,Nick said he's territorial and he'll growl if someone gets too close to me #hesananimal 
the state of being angry,@user @user My guess is he's just a convenient target for misplaced anger.  What they're really mad at is how they played. 
the state of being angry,"What a shamefull, unequal, dangerous and worrying world we live in nowadays!  #terrifying #Charlotte #terrorism #shitworldforourkids "
the state of being angry,@user for your next series will u do a celebrity firefighting show and just chuck them all in a burning building and do the voiceover? 
the state of being angry,@user just because you married money doesn't mean you have class it just means you are a high prices prostitute.  #adorable 
the state of being angry,"From harboring Osama bin Laden to its relationship with Haqqani network, there is enough evidence to prove Pakistan is sponsoring terrorism "
the state of being angry,Hey all you white people out there; are you #offended when people refer to you as a Cock Asian? #NoSeriously 
the state of being angry,"I don't mean to offend anyone, but 93.7 literally blames everything on white people. In some cases it's true, but a lot of times, it's not "
the state of being angry,@user Why are you making it so hard to return a faulty item. It's not my fault that you sent out an item that doesn't work #fuming 
the state of being angry,very little frustrates me as much as misplacing something. Been looking for my keys for 2 hours now  
the state of being angry,"Bilal Abood, #Iraq #immigrant who lives in Mesquite, Texas, was sentenced to 48 months in prison for lying to the Feds about #terrorism. "
the state of being angry,@user you and that awful music can take a walk... right off a cliff. K. 😘 
the state of being angry,"@user @user It's what they'll be known for. Temper tantrums, obstruction, working against the American people. "
the state of being angry,"@user it does. if one person ruins season 13 for me, I will be so angry "
the state of being angry,@user this is a fucking dreadful opinion 
the state of being angry,These guys really out here disrespecting women while their moms still be doing their laundry. 🤣  
the state of being angry,Huns are like a box of coffee revels #horrible 
the state of being angry,You a fuck boy if you run drag routes back to back in madden 
the state of being angry,@user @user they're both pretty awful when you look at them historically 
the state of being angry,"@user He's still fuming over his massive failure at G19 meeting. The gravity of Junior's fuckup hasn't hit him, yet. "
the state of being angry,Damnnit! Gonna be 1400 pts shy on Chiefs Rewards of getting a post game photo. 
the state of being angry,So my Indian Uber driver just called someone the N word. If I wasn't in a moving vehicle I'd have jumped out #disgusted  
the state of being angry,What's up Cowboys? #horrible 
the state of being angry,"Jellyfish are turtles' food, turtles that you kill by throwing YOUR plastic wastes in the sea. So don't complain when they sting your ass. "
the state of being angry,The #World and it's communities and #leaders are #laughing at #America as #trump #destroys #America with his #nonstoplies &amp; #racism #hatred. 
the state of being angry,@user @user like going to a so called cardiac arrest that turned out to be a cut finger! #fuming #medchat 
the state of being angry,@user Man u r just bitter about Manu making great strides... 
the state of being angry,It's unbelievable that security guard acting like a gangster trying 2 threaten me and tell me what to do with my own home. #terrify #annoy 😡 
the state of being angry,@user  is like the big bully in class ruining everyone's lunch but instead of taking our lunch money they took away family feud #bully 
the state of being angry,Trump supports reach another level of irritation within me 
the state of being angry,My anger is boiling over. 
the state of being angry,@user i have unsubscribed 3 times from your spam emails still coming? STOP THE EMAILS #avanquest #software  
the state of being angry,@user just preordered The Pale EP... Would have paid for the phone call... But I would have freaked out and not said anything #shy 
the state of being angry,#PhoenixRally #Deplorables insult and denigrate #JohnMcCain as he struggles with treatment for #glioblastoma #impeach45 incites  
the state of being angry,Why have #Emmerdale had to rob #robron of having their first child together for that vile woman/cheating sl smh #bitter 
the state of being angry,Hey @user #Fields in #skibbereen give your online delivery service a horrible name. 1.5 hours late on the 1 hour delivery window. 
the state of being angry,"{Strong hands moving to firmly grope each of @user thighs, squeezing as her digging nails extract a growl from me.} "
the state of being angry,"@user @user His knife is clean. He is tough enough to fire a gun, but not tough enough to get his hands dirty. #awful "
the state of being angry,".@SimonNRicketts if you don't know what a patronus is, I don't think we should have to tell you #shocking "
the state of being angry,"@user Annoys me to about the Ortiz tribute too, how would the Oriole fans and organization feel if Yanks did that to them? #awful "
the state of being angry,You want  bad service use #frontier they have #terrible service. Go to #AT&amp;T anybody is better. I am going to complain to better business 
the state of being angry,People that smoke cigarettes irritate my soul. 
the state of being angry,Manchester derby at home #revenge 
the state of being angry,No respect for people who force their opinions on to others yet get offended when someone does the same to them 😂 
the state of being angry,I HATE little girls 😡😡 got a lot off growing up to do!!!  
the state of being angry,@user Oh lords. That would have had my blood boiling 
the state of being angry,@user @user @user @user @user How did that chop feel? You still feel the sting of it? Looks brutal! 
the state of being angry,I just #revenge killed a red ant for biting my son's finger. #iammommabearhearmeroar 🔪🐜🗡 
the state of being angry,Boom pagod 😡 
the state of being angry,@user @user This is what happens when blinded by raging hatred 
the state of being angry,When my life became such a concern to irrelevant ass people I'll never know 
the state of being angry,@user @user @user #bully #Bullshit #fullofshit please take out the #garbage 
the state of being angry,fuming 
the state of being angry,"@user -- can handle myself.\n[Carl yelled back in fury, blood smeared across his face and clothes. Still holding onto his -- "
the state of being angry,@user I asked for my parcel to be delivered to a pick up store not my address  #poorcustomerservice 
the state of being angry,God we need a new goal keeper! They’re both horrific. 
the state of being angry,@user @user @user You need a new tactic post-Trump/Brexit. Hurling that insult around no longer works I'm afraid. 
the state of being angry,@user @user yeah you have not been the perfect patient like I was #dread 
the state of being angry,@user @user @user @user @user  Comparing Akshay Sir with this zandu balm is an insult to Akshay Sir. 
the state of being angry,WAIT...Lawrence's friend dragged the fuck outta him!!  
the state of being angry,"@user thanks for getting back to me, exemplary customer service for a loyal customer #jk  #residentadvisor #poorservice "
the state of being angry,Why mfs so bitter 
the state of being angry,"@user No!  By Y'all I mean rioting, fire starting, business burning, looting ASSHOLES!  That create #BlackLivesmatter  "
the state of being angry,Today if i was a colour it would be red !!! #rage 
the state of being angry,The kid at the pool yelling is about to get a foot up his ass. #shutup #parents #kids  
the state of being angry,@user agreed but it had tessie by dropkicks playing outside of gameplay.  #awful 
the state of being angry,"i hope this comes back to haunt you, then maybe you would know just how it felt to be like me at my lowest "
the state of being angry,Boycotting @user till butter pecan comes back. I am furious 
the state of being angry,There are adults commiting serious crimes in the name of protest.(like burning a library) how are we just expecting them to get a warning? 
the state of being angry,@user nick fury 
the state of being angry,@user we are not concerned about Pakistan's internal affairs. But the terrorism as it's state &amp; economic policy.#terroristnation 
the state of being angry,@user I said that once and my pals ripped me a new arsehole 😊 
the state of being angry,@user @user only offering 6 moth warranty #ps4pro  #truth #ripoff 
the state of being angry,@user @user That's actually awful! You are in for a treat when you get home tho!! 
the state of being angry,@user @user Although I don't expect a trumpie to understand the difference between real things and pretend things.  
the state of being angry,and fuck you if you get offended. I feel like 
the state of being angry,"@user @user @user @user Ring a ring of roses isto do with the plague, Im sure that will offend someone "
the state of being angry,@user That'll be Madrid throwing a huff over Morata and De Gea. Fuck them 
the state of being angry,@user it's awful! 
the state of being angry,@user Oh dear! #tantrums 
the state of being angry,@user Rumor has you are #wellendowed #awesome! Truth is you are a #big 😲 #notsomuch so you know a bunch of #gaypeople #sowhat 
the state of being angry,I offend u 
the state of being angry,@user @user Amal Clooney should try to prosecute  #Bush/ #Blair for #war crimes that turned our World upside down&amp;created  
the state of being angry,"A MOMENT:\nIf you kill it in the spirit, it will die in the natural!!!'-@PRINCESSTAYE #murder #suicide  #racism #pride "
the state of being angry,@user @user @user the 'pledge' would have never have to be made if petulant child POStrump didn't threaten to run 
the state of being angry,Today all India Bank strike? WTH. Was this announced? What's this strike for?  
the state of being angry,Fuck small talk tell me about at what age did you start disappointing your parents 
the state of being angry,To go back in time to the 1st grade so you can walk up and shove your bully on the playground. Little asshole.\n#StupidReasonsToUseTimeTravel 
the state of being angry,@user @user @user @user @user @user to give me my keys back. They aren't for my house! #shocking 
the state of being angry,@user U.S. has added years to the Syrian conflict by arming the 'rebel' army. You would think that Iraq had sunk in with Kerry. 
the state of being angry,How in the world did Nicole beat Paul?!?! #terrible #bb18 #BBFinale What was the jury thinking?? 😳😳😳 
the state of being angry,Bloody parking ticket 😒💸  
the state of being angry,"@user ummm, the blog says 'with Simon Stehr faking 7th'...I'll expect an investigation forthwith. This is an #outrage "
the state of being angry,@user (Maybe don't provoke him in the future if you do not want to run the risk of him punching your board.) 
the state of being angry,"@user John, what do you make of DJT's silence? He would usually be foaming at the mouth right now. Maybe he's constipated. "
the state of being angry,Grumpy AF today #badsleep  #grumpy 
the state of being angry,No offense but to the ppl out there using creams to build your glutes...COME ON. Go squat and what not. 
the state of being angry,"@user Smh, remove ideologically bankrupt and opportunistic establishment now. They're burning all bridges and social contracts.  "
the state of being angry,Unbelievable takes 10 minutes to get through to @user then there's a fault and the call hangs up  #treatcustomersfairly 
the state of being angry,Things that rage me: when I hear a man ask a woman if she thinks her skirt/dress is too short\n\n😨😵😠😡😤 #shame #rage #Feminism #feminist 
the state of being angry,"Arguing with these people doesn't work anyway, they just threaten to put you in death camps. "
the state of being angry,"Y'all bitches be so angry and bitter, that must truly suck lol "
the state of being angry,not only was that the worst @user that's I've attended but worth one of the worst cons I've been to in the last 5 years #terrible 
the state of being angry,@user Let's see how many Republicans do more than feign outrage. 
the state of being angry,Idk why tiff always have a 6:30 am alarm that rings everyday for 
the state of being angry,@user #rage?? The #CrookedCourt said #rage MANY times to explain away the brutal killings of #Petits by #Hayes &amp; #Komisarjevsky 
the state of being angry,@user Customer services got involved and eventually completely wash their hands of it.  #dreamornightmare 
the state of being angry,Hey folks sorry if anything offensive got posted on here yesterday my account got hacked. All fixed now though. I hope :-/ #angry #annoyed 
the state of being angry,@user ... or have an earpiece that feeds him gruelling questions by an irate news editor :) 
the state of being angry,some of the casuals tweets that Vic has faved are making me gag #bitter 
the state of being angry,@user @user wat an irony? #Pakistan lecturing the world on curbing  
the state of being angry,I'd like to bridge the divide between Right and Left Twitter and say that the new Tweet truncating thing is fucking awful. 
the state of being angry,"Trumpism likewise rests on a bed of racial resentment that was made knowingly and intentionally, long before Trump got into politics. "
the state of being angry,@user - I can't read this article but headline indicates a horror story. Lock sick chavs up and throw away the key. 
the state of being angry,@user Appreciate ur 'half truth.' Don't let ur good judgement swayed in the realm of propaganda. State doesn't sponsor terrorism. 
the state of being angry,"@user Most pathetic after service experience for Baleno servicing, #horrible Feel i have made a mistake buying "
the state of being angry,"Especially when it comes to voicing a displeasure, if you can't tell me straight up then hold your peace ✌️️ "
the state of being angry,@user where is the outrage when black children get killed in the crossfire between blacks shooting each other? 
the state of being angry,"A little nose irritation and a little more chills on my body. I'm so not into flu, into flu, into flu #FallSongs "
the state of being angry,@user since when the fuck can you not stand at a concert?  
the state of being angry,if i don't answer your 50 texts pls don't snap me 
the state of being angry,Hillary Clinton looked the other way to the Saudi war on women and their terror financing because they bought her off. 
the state of being angry,@user oh so that's where Brian was! Where was my invite?  
the state of being angry,"Quick annoyingly vague scream into the void: AAAAAAAAAAGH. I'm nervous, excited, terrified, trying not to get my hopes up "
the state of being angry,@user wallah my blood is boiling I need to take a nap ugh 
the state of being angry,How come quiet well behaved cats and dogs have to ride on a plane in a tiny bag while screaming small humans roam free? #outrage #teampet 
the state of being angry,i haven't had to speak maltese in over two years and now have relatives calling me about the trip and it's terrible 🙃 
the state of being angry,Why do a certain section threaten war and spit fire and brimstone each time they hear the words “restructuring” and “self-determination”?.. 
the state of being angry,@user horrible service. EWR. Not a cloud in the sky. Normal departure at 10am now leaving at 5pm. Crappy #UnitedAirlines 
the state of being angry,Cancelled trains make me so mad because we could've spent more time with Kodak in the morning 😡  #ihatetuesdays #ffffff 
the state of being angry,@user it's fucking dreadful for live footy matches 
the state of being angry,"@user Don't ask, you don't get. Apologies if I've offended you. All due respect Alan, I think you've been fed duff info. "
the state of being angry,@user @user you should force your neighbours to pay that!  Those people have some nerve!!!  #Victim 
the state of being angry,Just paid for chicken at @user and didn't even get any 😑😑😑 there goes 4 dollars and me as a customer #angry 
the state of being angry,when you find out the initiative isn't even a thing 😧 #revenge 
the state of being angry,"A country that gave safe house to #Osama Bin #Laden is dangerous if not contained. #Pakistan is a #terror heaven, declare so @user "
the state of being angry,It's #NationalFrenchFryDay and I'm working at McDonald's. #frightened 
the state of being angry,A @user not turning up? Why am I not surprised. Late for work again!  
the state of being angry,When you realize you start college in literally less than a month hahahaha what the FUCK I just wanna be a #carefree teen forever TF 
the state of being angry,"Mary Berry - what's the icing on top of your Bakewell tart? It looks like horrid Mr Kipling, not something Derbyshire would recognise #GBBO "
the state of being angry,Ever put your fist through your laptops screen? If so its time for a new one lmao #rage #anger #hp 
the state of being angry,#internationaldayofpeace : When white supremacists terrorize everyone of differing cultures online and will continue it offline tomorrow. 
the state of being angry,"Okay you've annoyed me, you haven't done a good job there at all.  "
the state of being angry,"@user It was indeed, I was raging at the verdict. Can't imagine how the poor lassies family felt. "
the state of being angry,@user @user candy corn is the greatest candy in the world when it comes to being objectively terrible 
the state of being angry,Just found out tonight my son will not be doing practical work counting towards his GCSE exam. OK then! I thought STEM was all the rage?? 
the state of being angry,Update. It's hot as shit and its fogging up my glasses. #pissed 
the state of being angry,@user @user No ones trying to fuck with you tiff. 
the state of being angry,"@user that's what lisa asked before she started raging at me, 'can I call you?' heh "
the state of being angry,Why are people even debating on race inequality within our justice system like it's non existent? They're just trying to aggravate us. 
the state of being angry,3 hours of hell again. #anxiety. At this point I'm convinced I'll never get an on site job again or play keyboards live. 
the state of being angry,Fuking fuming 😤 
the state of being angry,@user Remember not to spread #hatred and #fakenews on the internet. Do not abuse #Hashtag10 for spreading #ArabNationalism! 
the state of being angry,Starting not to give a fuck and stopped fearing the consequence 
the state of being angry,@user @user Looking forward to the big fella's comeback... #furious 
the state of being angry,It's easy to hold a grudge harder to let go. 
the state of being angry,@user @user I was so looking forward to @user Then it opened with a #stuartspecial. I literally yelled at my tv. #umbrage 
the state of being angry,Hey @user you're going to go to jail one day.  
the state of being angry,or when someone tells me I needa smile like excuse me ??? now I'm just frowning even harder are you happy 
the state of being angry,@user @user @user probably not and i resent my tax money being spent in this way. 
the state of being angry,"@user @user Yeah, it was sooo horrific, I needed to sit down "
the state of being angry,"Then he will speak to them in his wrath, and terrify them in his fury, saying 'As for me, I have set my King on Zion, my holy hill.' "
the state of being angry,@user Hats off your excellent Tetris like ability to pack 5000 passengers into a 2  carriage train on rush hour. #awkwardorgy #bitter 
the state of being angry,Does she really need to pout all the time - getting on my nerves #GBBO 
the state of being angry,Instagram seriously sort your sh*t out. I spent ages writing that caption for you to delete it and not post it!! #fume #instagram 
the state of being angry,Stuck in a infuriate scrum about hegemonists. #infuriate #scrum #scrum #Stuck 
the state of being angry,"Watching #ScottishOpenHeroChallenge from last night... Smoke, flames, tense sound effects and lively commentary.. #boring #dull #shite 🙈 "
the state of being angry,"@user I'm not on about history or  other people, I'm on about you. I've bullied no one, I make three posts and you attack #bully "
the state of being angry,"Absolutely raging at the changes to CAS, what a joke "
the state of being angry,"@user both are nonsensical. If there's injustice against blacks, why add to it by destroying black property. It's misdirected anger "
the state of being angry,Fuckin restless 
the state of being angry,May or may not have just pulled the legal card on these folks. #irritated 
the state of being angry,A nation with a large part of the population living in #fear  of the police is neither #great nor #free  - it's actually a #fascist  nation 
the state of being angry,@user @user #Alyssa Y don't U use your voice 4 good instead of #hatred &amp; #Resistance of @user I'm sure #Ivanka could help! 
the state of being angry,@user yessss waiting for an epi is for the birds. it sucks. im waiting for walking dead new season😩  
the state of being angry,Lol little things like that make me so angry x 
the state of being angry,@user Send me a FR: Jaygerrr and I'll smoke you on madden when it comes out 😂🤙 
the state of being angry,Sarah is a complete lunatic. How Chad is still giving her his time is beyond me. #cbb #mad #crazy 
the state of being angry,Just saw lil homie @user rage on cam.  Weren't roids a thing in the late 90's or has it come back? I'm lost... 
the state of being angry,"@user I'm not on about history or  other people, I'm on about you. I've bullied no one, I make three posts and you attack  "
the state of being angry,@user @user these kind of cops are the reason people hate cops &amp; cant trust anything  
the state of being angry,"significantly, with a #bitter smile, 'let me "
the state of being angry,Get to work and there's a fire drill. #fire  #outthere #inthedark 
the state of being angry,#disgracefulesin I resent all men in some way; for some or no reason at all. #esinscountdown 
the state of being angry,@user  #UNGA no talks should be carried out with Pakistan now ... His mouth stinks of #terrorism #UriAttack 
the state of being angry,@user  The solution is to punish the criminals. That's the only way to discourage crime. or the circle will continue. 
the state of being angry,"@user Yeah I've had that, l say hopefully you'll never get it then you horrific waste of skin. "
the state of being angry,The Quarterback' wrecks me every time..  
the state of being angry,@user yeah a terror packed terror supported speech.. 
the state of being angry,Stoked that the concept of 'label exclusivity' is becoming faux pas. Always believed it held artists back while creating label distrust 
the state of being angry,"#WeirdWednesday OKAY! That jump-scared the #Poop out of me right there. Bad dog, BAD! Total code-brown in my favorite pants. #Damnit  "
the state of being angry,@user she's pathetic!!! Hated Nicole for being cute &amp; having a showmance &amp; she couldn't get one! #bitter #uglycry #BBMichelle 😖 
the state of being angry,.@POTUS every other President has said you can really only govern foe 18 months until the re-elect. Why are you focused on 2020 now? #scared 
the state of being angry,@user #killerspresale - How is it fair that people have bought multiple tickets and are re-selling them at twice the price? #angry 
the state of being angry,#RepChrisCollins 🎃 #spins #excuses for #hatred #racism Everyone in #America heard #Trump🎃say some #WhiteSupremacists are #GOODpeople ✅MSNBC 
the state of being angry,how can you hold a grudge for over a year I can barely hold one for a few minutes 
the state of being angry,the thing about living near campus during the summer is that it's a ghost town but now everyone is back and im #annoyed 
the state of being angry,@user haha! She did well today. I can't get beyond her pout annoying me I'm afraid. 
the state of being angry,3 and a half hour more 😤 #EXO 
the state of being angry,"@user thanks Hollywood, (Depp). all these climate change fanatics using private jets and gas guzzling cars are to blame for this! #outrage "
the state of being angry,"@user don't I know it, try not to fret my sweet little pupper "
the state of being angry,@user @user Goal posts moved out of America &amp; inching closer to #Russia #horrific. #treason 
the state of being angry,My blood is boiling 
the state of being angry,@user Please turn the A/C on #dieinginhere #hot #horrible 
the state of being angry,Prepare to suffer the sting of Ghost Rider's power! Prepare to know the true meaning of hell! 
the state of being angry,@user how could I work with @user . ? #serious 
the state of being angry,"@user Jalf of london has no internet tonight, what is going on?? #furious "
the state of being angry,Appropriate that first secretary at permanent mission is tasked with demolition of #terror state #Pakistan - Like 'renunciation of lies' bit 
the state of being angry,Did we miss the fact that #BurkeRamsey swung &amp;hit his sister #JonBenet in the face with a golf club previously out of a fit of #anger? 
the state of being angry,"your outrage (your tweets, your jokes, your attention) is *exactly* what M*lo wants\n\n(this is not meant as a defense) "
the state of being angry,Hmm...looks like no one @user is available to respond. Its like waiting for a #doomsday reply. That #burning question with no #answer 
the state of being angry,@user Isn't it always about control and mistrust? 
the state of being angry,@user I'm not sure we like this comparison.  USA should emulate #Israel's methods of protecting civilians against #terror attacks 
the state of being angry,@user @user Please. Don't insult Goths. 
the state of being angry,@user it ain't that serious. #HOUvsNE  #igotbetterthingstodotonightthandie 
the state of being angry,@user #loveisand next time there's a dumping get #Olivia out of there! She's #dreadful and not good for Chris 
the state of being angry,@user @user Not a word about terrorism. 
the state of being angry,"They want as police state, they are fearful imbeciles..@interpretingall @user @user @user "
the state of being angry,"I'm mad at the injustice, so I'm going to smash my neighbours windows'.  Makes perfect sense. #CharlotteProtest  "
the state of being angry,@user Guts? 😂😂😂 go and sunk your face in sand 
the state of being angry,"@user @user @user @user @user as a fellow UP grad, i shiver at the shallowness of his arguments "
the state of being angry,"Yall rlly gotta stop lettin bees put fear in ur heart. unless ur allergic, I'm not tryna see u run around from a fuckin bee...chill. u soft. "
the state of being angry,"@user If they say the words radical Islamic terrorist, will that somehow make the terror groups drop their weapons? "
the state of being angry,That became obvious with the Morata saga. The fucking bitter old cunt turned down 70m for that sideman. 
the state of being angry,#Azerbaijan #Baku Azerbaijan to prevent another Armenian provocation in Russia 
the state of being angry,Hell hath no fury like a bureaucrat scorned. ― Milton Friedman 
the state of being angry,"Edinburgh is fucked\nThis city is a nightmare to drive 'round! 😖\nOne ways, bus lanes, cameras, feckin' trams! Who's idea was that?! "
the state of being angry,Chopper &lt;&lt;Dammit! Just sink already!&gt;&gt; 
the state of being angry,Back on my #bully 
the state of being angry,@user @user jenny white  u r the dumbest here .. What r u trying ? Get lost.. 
the state of being angry,@user you look shook! #afraid #shook #impeach #youaregoingdown 
the state of being angry,flatmates provocating pine pollen man 
the state of being angry,@user don't know I'm from nj we are the worst on purpose.  
the state of being angry,Sixth Form: see you at 8:30 in the morning 🎭 #revolting children #yr7 #assembly 🎭 
the state of being angry,Howl at the moon with @user at @user next Wednesday the 28th for a FREE double feature of SILVER BULLET and CURSED  
the state of being angry,Some people are shady a'f  
the state of being angry,"@user #FMF protesters aren't interested in reasoned debate, just #intimidation #violence &amp; #disruption to get demands met "
the state of being angry,I just want to say: social media isn’t here to #bully that has to be #stopbullying ! Please be kind to eaxh other! #lovewins 
the state of being angry,"Petition for non-Maghrebi PoC to stop buying 'couscous' from white grocery stores and boiling it. That is not couscous, that is trash. "
the state of being angry,@user We've had no foreign policy but have had goofy Secretary of State John Kerry with his devil may care pose and jaunty blue scarf. 
the state of being angry,@user has providing customers w/equipment that doesn't deliver speeds of internet services that they have been charging.  #scam 
the state of being angry,@user @user actually how annoyed you get 😂 
the state of being angry,@user shocking service for your call centre staff this evening. Transfer me and cut me off after waiting forever to speak to someone. 
the state of being angry,@user  Red heads are more fiery. 
the state of being angry,Throwback to when Khloe Kardashian was a host on The X Factor and she was fucking terrible at it 
the state of being angry,"@user thanks for ios10 update, even the best app @user freezing and crashing on SE. #angry "
the state of being angry,I am going to make it my life's mission to discourage anyone from using @user They will rob you blind 
the state of being angry,Bes! You don't just tell a true blooded hoopjunkie to switch a f*c@n' team that juz destroyed your own team. You juz don't! #insult 
the state of being angry,Thousands of pickled certified ostrogoths ! #angry 
the state of being angry,"If a cop is going to pull a gun on you for no reason at all and threaten you, you should be able to merk his ass and walk away. "
the state of being angry,Trying my hardest not to curse people off. I look annoyed for a reason don't tell me to smile bitch! 
the state of being angry,Most Americans think the media is nothing but Government propaganda BS. #lies #control #BS #RiggedSystem #distrust #garbage #oreillyfactor 
the state of being angry,@user @user @user @user @user @user @user @user @user it's an insult. 
the state of being angry,@user I try not offend too but tbh if anyone says anything bad about Aaron or Aaron stans that's when I start getting shitty 😂 
the state of being angry,@user didn't even realise you used that insult it was that shit mate 
the state of being angry,@user Max £1 bet #crap 
the state of being angry,if you're unhappy with someone just fucking tell them you're unhappy and leave. Don't go fuckin around with other people on the side 
the state of being angry,I'm about to block everyone everywhere posting about the storm. I think everyone is aware of the damn rain and what not so quit. #damn #rage 
the state of being angry,"@user @user @user Trudeau endulging on outrage culture once again. Preaching issues ad hominem,but never quanitfying them "
the state of being angry,"Approaching #terrorism from an anti-racism POV is futile, instead promote prejudice towards racism. That way we are all on the battlefield. "
the state of being angry,I just remembered I made a presentation of the top 100 male idols out of anger after seeing that siwon was first 
the state of being angry,"@user I've tried to get through 3 times today and waited 20 mins each time, what do I have to do to get through?!  "
the state of being angry,@user what a terrible company not had a working dishwasher now for 7-8 weeks awaiting 5 th engineer. I am disabled and need this ! 
the state of being angry,"The use of violence, threat of violence and intimidation just tag zany pf. Very good at it. "
the state of being angry,#NawazSharif confesses that #Pakistan  supports #terror at #unga\n#BurhanWani 
the state of being angry,I wanna kill you and destroy you. I want you died and I want her back. #emo #scene #anger #fuck #die #hatered 
the state of being angry,"Is it me, or is Ding wearing the look of a man who's just found his arch enemy in bed with his missus? #angryman #scowl "
